"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Przemysław Frankowski","Lens","POL","DF",NA,26,5,11,0,0,34,13,38.2,0.18,0.46,17.9,0,68,58,10,8,7,1
"Quentin Boisgard","Lorient","FRA","MF","FW",24,1,2,0,0,16,8,50,0.06,0.13,24.6,1,27,17,10,2,2,0
"Quentin Merlin","Nantes","FRA","DF","MF",19,3,5,0,0,11,4,36.4,0.18,0.5,23.1,1,62,35,27,5,5,0
"Rafiki Said","Brest","COM","MF","FW",21,0,0,0,0,6,2,33.3,0,0,17.4,0,7,4,3,0,0,0
"Rafinha","Paris S-G","BRA","FW","MF",28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,4,4,0,0,0
"Randal Kolo Muani","Nantes","FRA","FW","MF",22,4,16,0,0,54,26,48.1,0.22,0.46,11.7,0,83,53,30,13,7,6
"Rayan Cherki","Lyon","FRA","FW","MF",17,1,1,0,0,14,3,21.4,0,0,21.2,0,22,14,8,1,0,1
"Redwan Bourles","Lorient","FRA","MF","FW",18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Reinildo Mandava","Lille","MOZ","DF",NA,27,0,1,0,0,6,3,50,0.17,0.33,14.8,0,27,15,12,4,2,2
"Remi Oudin","Bordeaux","FRA","MF","FW",24,5,9,0,0,57,16,28.1,0.07,0.25,21.6,2,50,33,17,9,8,1
"Rémy Cabella","Montpellier","FRA","MF","FW",31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,16,14,2,1,1,0
"Renato Sanches","Lille","POR","MF","FW",23,5,7,0,0,22,4,18.2,0.09,0.5,25,3,88,69,19,10,7,3
"Renaud Emond","Nantes","BEL","FW","MF",29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Renaud Ripart","Troyes","FRA","MF","FW",28,2,4,0,0,41,13,31.7,0.05,0.15,16.1,0,51,34,17,3,2,1
"Ricardo Mangas","Bordeaux","POR","DF",NA,23,1,4,0,0,17,5,29.4,0.18,0.6,13.1,0,38,31,7,2,2,0
"Roli Pereira de Sa","Nantes","FRA","MF",NA,24,0,0,0,0,5,1,20,0,0,16.1,0,16,10,6,0,0,0
"Romain Del Castillo","Rennes","FRA","MF","FW",25,0,0,0,0,12,3,25,0,0,20.9,0,34,23,11,10,7,3
"Romain Del Castillo","Rennes","FRA","MF","FW",25,0,0,0,0,12,3,25,0,0,20.9,0,2,1,1,0,0,0
"Romain Del Castillo","Brest","FRA","MF","FW",25,6,6,0,0,12,3,25,0,0,20.9,0,34,23,11,10,7,3
"Romain Del Castillo","Brest","FRA","MF","FW",25,6,6,0,0,12,3,25,0,0,20.9,0,2,1,1,0,0,0
"Romain Faivre","Lyon","FRA","FW","MF",23,0,3,0,0,20,6,30,0.15,0.5,18.4,1,82,43,39,9,3,6
"Romain Faivre","Lyon","FRA","FW","MF",23,0,3,0,0,20,6,30,0.15,0.5,18.4,1,52,28,24,5,2,3
"Romain Faivre","Lyon","FRA","FW","MF",23,0,3,0,0,32,12,37.5,0.06,0.17,23.1,5,82,43,39,9,3,6
"Romain Faivre","Lyon","FRA","FW","MF",23,0,3,0,0,32,12,37.5,0.06,0.17,23.1,5,52,28,24,5,2,3
"Romain Faivre","Brest","FRA","MF",NA,23,5,12,5,5,20,6,30,0.15,0.5,18.4,1,82,43,39,9,3,6
"Romain Faivre","Brest","FRA","MF",NA,23,5,12,5,5,20,6,30,0.15,0.5,18.4,1,52,28,24,5,2,3
"Romain Faivre","Brest","FRA","MF",NA,23,5,12,5,5,32,12,37.5,0.06,0.17,23.1,5,82,43,39,9,3,6
"Romain Faivre","Brest","FRA","MF",NA,23,5,12,5,5,32,12,37.5,0.06,0.17,23.1,5,52,28,24,5,2,3
"Romain Hamouma","Saint-Étienne","FRA","FW","MF",34,1,3,0,0,23,7,30.4,0.09,0.29,17.8,0,33,24,9,3,1,2
"Romain Philippoteaux","Brest","FRA","MF",NA,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Romain Salin","Rennes","FRA","GK",NA,37,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Romain Thomas","Angers","FRA","DF",NA,33,0,2,0,0,14,4,28.6,0.14,0.5,8.2,0,16,15,1,0,0,0
"Rominigue Kouamé","Troyes","MLI","MF",NA,24,2,3,0,0,37,11,29.7,0.03,0.09,22.7,1,64,48,16,8,6,2
"Ronaël Pierre-Gabriel","Brest","FRA","DF",NA,23,1,1,0,0,5,2,40,0,0,17.7,0,49,39,10,3,3,0
"Ruben Aguilar","Monaco","FRA","DF",NA,28,2,2,0,0,10,2,20,0,0,22.8,0,32,25,7,4,3,1
"Rubén Pardo","Bordeaux","ESP","MF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ryad Boudebouz","Saint-Étienne","ALG","MF","FW",31,4,7,1,1,27,9,33.3,0.07,0.22,24.7,7,96,75,21,6,4,2
"Sacha Delaye","Montpellier","FRA","MF","FW",19,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,7,4,3,2,1,1
"Sada Thioub","Saint-Étienne","SEN","DF","MF",26,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Sada Thioub","Saint-Étienne","SEN","DF","MF",26,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,25,20,5,3,3,0
"Sada Thioub","Angers","SEN","FW",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Sada Thioub","Angers","SEN","FW",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25,20,5,3,3,0
"Saidou Sow","Saint-Étienne","GUI","DF",NA,19,1,3,0,0,3,2,66.7,0.67,1,7,0,4,4,0,1,1,0
"Saîf-Eddine Khaoui","Clermont Foot","TUN","MF","FW",26,0,1,0,0,20,7,35,0.05,0.14,19.5,2,32,12,20,1,1,0
"Salim Ben Seghir","Marseille","FRA","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Salis Abdul Samed","Clermont Foot","GHA","MF",NA,21,0,1,0,0,18,5,27.8,0.06,0.2,21.5,0,50,41,9,3,3,0
"Sambou Sissoko","Reims","FRA","MF","DF",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"Sambou Soumano","Lorient","SEN","FW","MF",20,0,3,0,0,18,4,22.2,0.17,0.75,11.1,0,10,6,4,1,0,1
"Samuel Kalu","Bordeaux","NGA","FW","MF",23,1,2,0,0,13,8,61.5,0.08,0.13,21.9,1,12,2,10,5,0,5
"Samuel Koeberlé","Reims","FRA","FW",NA,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Samuel Loric","Lorient","FRA","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Samuel Moutoussamy","Nantes","COD","MF",NA,24,1,1,0,0,14,6,42.9,0,0,16.9,0,21,19,2,4,4,0
